"Imported Companies","Name","Description","Primary Industry","Location","Country","Domain"
,"AI Forum","AI Forum content covers AI research and AI news.

AI Forum offers independent content, powered by Closed Domain Machine Learning. 

If you would like a copy of the AI Forum media pack, which contains full information on the AI Forum audience and details of the marketing opportunities, please email lisa.carter@ai-forum.com 

For all editorial queries including getting your news, press releases and event information mentioned on AI Forum, please email newsdesk@ai-forum.com

For information on AI GEN, our youth and student arm email lisa.carter@ai-forum.com","Technology, Information and Media","London","United Kingdom","ai-forum.com"
,"EduSupply","A one-stop shop for all your kid's school stationery.
Email us : info@edu-supply.com","Retail","Midrand, Gauteng","South Africa","edu-supply.com"
,"MegaLeads LLC","Megaleads provides clients the ability to buy quality targeted business sales leads with phone and verified email.  Megaleads provides the greatest data value in the industry; clients get the highest quality sales data at the lowest price.

Try out our free test drive and start closing more business today.
https://megaleads.com

At Megaleads® we have a group of seasoned marketing professionals that are highly driven by the success of our clients. Megaleads is not just another data company. We are pioneers in the direct response and database marketing business space to turn business sales leadsinto prospects. Our engineers have spent more than a decade creating turn-key systems that enable marketers to generate more business leads using digital tactics.

Email Verification - Our revolutionary new turn-key technology, Real-Time Email Verification ""REV"" analyzes and verifies your email data requests real-time. Eliminating hard bounces and engaging in good email list practices will keep your sender resources reputable and provide your company with superior email deliverability as well as more business leads.

Search by Executive / Job Title is available - Tap into the rich executive data and search for job titles like Owners, Presidents, CEOs, CFOs, Human Resource Professionals, Business Developers, Directors and much more.

Email Appending Services - Append valuable information to your database including active B2B & B2C emails with enhanced demographic information to expand your leads list.

Email Campaigns - Our technology can deliver email campaigns for your business at a national or local level. Email marketing works for millions of companies. 

B2B Lead Generation - We can design your new website, get our arms around your value proposition and unique selling proposition and act as your marketing department. We will serve as an extension of your company and deliver business leads that turn into appointments for your sales team.","Information Services","Little Falls, New Jersey","United States","megaleads.com"
,"Bright Ecom Ltd. | Klaviyo Experts","We're a boutique agency, specialising in building high-value, consistent and ethical email and SMS marketing for e-commerce businesses.

We help eCommerce business owners cut acquisition costs with the use of email and SMS marketing, and increase revenue by 10-40%+.","Marketing Services","Sofia","Bulgaria","brightecom.com"
,"Hands Working Virtually, Inc.","Hands Working Virtually provides an all-in-one solution for phone support, email support, live chat, data entry, social media management and more!","Outsourcing and Offshoring Consulting","Palm Desert, CA","United States","handsworkingvirtually.com"
,"Cigati Solutions","Cigati Solutions is a renowned name in the field of Data Recovery & Database Backup Recovery and Email Migration. It has a wide range of software solutions to recover and migrate data from different databases and email clients.","Software Development","Noida, Uttar Pradesh","India","cigatisolutions.com"
,"Bull Media Ltd","Providing Social Media Marketing, Web design, Graphic Design, Email Marketing, Branding","Advertising Services","Dartford, England","United Kingdom","bullmedialtd.co.uk"
,"Get Crystalized Agency","Simple marketing automation solutions that leverage artificial intelligence in a single platform.  CRM, Autoresponders, automatic SMS and email messaging, unlimited websites, dedicated phone line, surveys, email campaigns, unlimited funnels, social media B2C messaging via SMS, Google, Facebook, Instagram, LinkedIn and more.  Identify your strategy and then execute flawlessly with our All In One Marketing Intelligence platform.  Call 248 988 9099 or visit our website at getcrystaluzedagency.com today.","Marketing Services","Southfield, Michigan","United States",
,"Inbox Monster","Unlock deeper deliverability insights, more efficiency and supercharged performance with the complete email package. Our email signals platform provides visual renderings and deep insights on your program's performance, paired with a best-in-class professional services team. 
- Inbox Placement Testing
- Deliverability Monitoring
- Creative Rendering","Software Development","CHARLOTTE, North Carolina","United States","inboxmonster.com"
,"Directory52 Network","Since 2008, The Directory52 Network has been providing future focused companies media  vehicles to build their brands with D.I.Y tools including: Zoom Email Marketing, Directory52 Listings, No More Unemployment, and One Local Event.

We enhance our clients visibility through Digital Lead Generation, Brand Development, Communications Strategy, Rich Media Campaigns, Interactive Video brand experiences, CSS Web Development, e-learning Tools, Targeted Email Campaigns, Direct Mail, SEO/SEM Solutions, Content Management, Web Apps, and overall ROI assessment.","Advertising Services","Tucker, GA","United States","directory52.net"
,"Advazon","Advazon is a full-service email marketing and lead generation company offering innovative web marketing solutions to small to medium -size companies across the globe.  As a leader in Lead Generation, Email Marketing, Social Media Marketing, Market Research, CRM, and Data mining, our firm prides itself on generating leads, converting sales, and measuring effectiveness to ultimately deliver real results for our clients.","Advertising Services","Kushtia","Bangladesh","advazon.com"
